 swc(1),swc(2),swc(3),swc(4),swc(5),swc(6),swc(7),swc(8),swc(9),swc(10),duplicate_swc(1),duplicate_swc(2),duplicate_swc(3),duplicate_swc(4)
   0.1646718532,   0.1667951941,   0.1494460851,   0.1013254896,   0.2321664840,   0.2823444009,   0.2188023478,   0.0994056538,   0.0677292272,   0.1248286813,   0.1645818502,   0.1667484343,   0.1494332403,   0.1013277546
   0.1551593691,   0.1593328714,   0.1438452154,   0.1014191061,   0.2325865626,   0.2828583717,   0.2195013016,   0.1002415642,   0.0677283928,   0.1247415468,   0.1550626308,   0.1592805982,   0.1438281089,   0.1014228463
   0.1517335176,   0.1563439220,   0.1413603723,   0.1013816074,   0.2325886637,   0.2828912437,   0.2196101546,   0.1010615677,   0.0677280352,   0.1246450618,   0.1516352296,   0.1562894136,   0.1413407922,   0.1013859436
   0.1438040137,   0.1511445493,   0.1383751929,   0.1012155861,   0.2322896868,   0.2825996578,   0.2193627059,   0.1018761843,   0.0677273646,   0.1245558783,   0.1436962187,   0.1510851532,   0.1383543611,   0.1012210250
   0.1345951408,   0.1452339441,   0.1351079345,   0.1008863598,   0.2316053510,   0.2818960249,   0.2186742127,   0.1026401818,   0.0677265599,   0.1244531199,   0.1344726235,   0.1451685280,   0.1350866854,   0.1008931249
   0.1306214631,   0.1420154572,   0.1328776181,   0.1004403830,   0.2305977792,   0.2808351815,   0.2175788730,   0.1033609137,   0.0677260384,   0.1243531331,   0.1304960847,   0.1419469118,   0.1328543723,   0.1004478186
   0.1254329532,   0.1394049525,   0.1314503551,   0.0999434218,   0.2294254601,   0.2795849741,   0.2162503451,   0.1040030047,   0.0677255914,   0.1242437810,   0.1252988428,   0.1393340230,   0.1314270496,   0.0999514684
   0.1258489639,   0.1387147307,   0.1305855811,   0.0994133353,   0.2281464338,   0.2782156765,   0.2147850841,   0.1045693010,   0.0677254871,   0.1241304353,   0.1257192343,   0.1386435330,   0.1305608749,   0.0994212925
   0.1573398709,   0.1408897340,   0.1305085123,   0.0989255831,   0.2269297093,   0.2769016325,   0.2133556753,   0.1050656959,   0.0677266344,   0.1240199432,   0.1572833955,   0.1408155560,   0.1304755509,   0.0989314541
   0.1707612574,   0.1630807221,   0.1397336721,   0.0988526419,   0.2263953537,   0.2762256861,   0.2124286890,   0.1055177450,   0.0677286759,   0.1239224076,   0.1707008183,   0.1630363762,   0.1397057176,   0.0988550708
   0.1763027757,   0.1742724478,   0.1509777606,   0.0992303267,   0.2269584835,   0.2767138779,   0.2127035707,   0.1059507355,   0.0677298233,   0.1238338053,   0.1762308329,   0.1742346287,   0.1509617269,   0.0992309675
   0.1619674861,   0.1642938703,   0.1473567635,   0.0995750502,   0.2278878540,   0.2777274549,   0.2138058692,   0.1064014286,   0.0677289292,   0.1237509400,   0.1618779302,   0.1642460376,   0.1473423690,   0.0995772853
   0.1535891443,   0.1585696489,   0.1431927234,   0.0996973366,   0.2283348739,   0.2782574892,   0.2144873291,   0.1068453863,   0.0677282438,   0.1236566231,   0.1534912735,   0.1585177332,   0.1431755871,   0.0997007489
   0.1506598443,   0.1552032530,   0.1402860880,   0.0996838212,   0.2284121215,   0.2783780992,   0.2147033960,   0.1072744429,   0.0677278563,   0.1235577464,   0.1505629569,   0.1551486254,   0.1402657628,   0.0996878743
   0.1462273151,   0.1524719298,   0.1385437995,   0.0995992571,   0.2282694727,   0.2782458961,   0.2146096528,   0.1076745987,   0.0677274838,   0.1234553605,   0.1461249739,   0.1524150670,   0.1385225505,   0.0996039063
   0.1387220323,   0.1473581344,   0.1357794106,   0.0994031429,   0.2278879583,   0.2778656483,   0.2142643929,   0.1080337465,   0.0677268282,   0.1233483627,   0.1386108100,   0.1472960263,   0.1357570291,   0.0994088799
   0.1373851299,   0.1460196823,   0.1344618648,   0.0991427600,   0.2272975892,   0.2772477269,   0.2136382461,   0.1083454043,   0.0677266195,   0.1232397258,   0.1372743249,   0.1459568292,   0.1344379038,   0.0991486907
   0.1547562778,   0.1528387368,   0.1360332668,   0.0989451706,   0.2267514616,   0.2766461670,   0.2129673213,   0.1086141616,   0.0677276030,   0.1231353804,   0.1546776891,   0.1527831554,   0.1360056698,   0.0989493728
   0.1425457746,   0.1494403332,   0.1364342123,   0.0988370553,   0.2264524698,   0.2763096988,   0.2125683725,   0.1088414043,   0.0677270964,   0.1230314746,   0.1424417049,   0.1493812352,   0.1364115924,   0.0988420919
   0.1406434029,   0.1480149478,   0.1354302615,   0.0986571312,   0.2260447741,   0.2758830488,   0.2121353000,   0.1090290099,   0.0677268878,   0.1229243279,   0.1405377537,   0.1479546875,   0.1354068667,   0.0986624509
   0.1414785683,   0.1481290013,   0.1351097226,   0.0984700546,   0.2255923003,   0.2754004896,   0.2116261125,   0.1091805845,   0.0677269027,   0.1228172705,   0.1413756013,   0.1480692774,   0.1350855529,   0.0984752849
   0.1577295214,   0.1570237726,   0.1378708184,   0.0983744860,   0.2252591252,   0.2750171423,   0.2111701667,   0.1093058735,   0.0677279755,   0.1227150634,   0.1576518267,   0.1569737941,   0.1378444731,   0.0983778834
   0.1740899235,   0.1714955121,   0.1478801817,   0.0986500978,   0.2256146520,   0.2753013670,   0.2112791687,   0.1094290465,   0.0677294955,   0.1226229966,   0.1740203649,   0.1714565605,   0.1478608698,   0.0986510366
   0.1593476683,   0.1621891707,   0.1456730962,   0.0989700332,   0.2264409363,   0.2761876881,   0.2122052163,   0.1095746383,   0.0677286908,   0.1225327700,   0.1592568010,   0.1621400565,   0.1456574202,   0.0989724472
   0.1499799043,   0.1553773731,   0.1410861462,   0.0990511179,   0.2268014252,   0.2766269743,   0.2127885073,   0.1097335890,   0.0677279010,   0.1224352121,   0.1498804539,   0.1553227156,   0.1410676092,   0.0990549028
   0.1458197236,   0.1517594308,   0.1381428391,   0.0989877284,   0.2267604619,   0.2766222060,   0.2128709704,   0.1098860651,   0.0677274391,   0.1223327518,   0.1457184255,   0.1517020017,   0.1381214410,   0.0989922881
   0.1412187368,   0.1487388909,   0.1362111121,   0.0988508686,   0.2264960557,   0.2763613462,   0.2126413882,   0.1100170836,   0.0677270070,   0.1222276911,   0.1411122233,   0.1486788094,   0.1361885518,   0.0988560542
   0.1406921744,   0.1479545534,   0.1352903098,   0.0986708328,   0.2260877788,   0.2759351432,   0.2122123092,   0.1101183221,   0.0677268878,   0.1221210733,   0.1405867040,   0.1478941441,   0.1352665275,   0.0986761525
   0.1377447844,   0.1462163180,   0.1344279051,   0.0984663144,   0.2256113589,   0.2754316032,   0.2116888613,   0.1101840511,   0.0677266344,   0.1220122427,   0.1376353502,   0.1461542398,   0.1344040632,   0.0984719768
   0.1372940093,   0.1457027048,   0.1338582188,   0.0982394665,   0.2250692397,   0.2748552561,   0.2110834867,   0.1102144942,   0.0677265301,   0.1219022274,   0.1371851712,   0.1456405371,   0.1338337213,   0.0982452035
   0.1335950196,   0.1434342712,   0.1328473985,   0.0979856998,   0.2244744301,   0.2742255032,   0.2104250938,   0.1102075577,   0.0677262023,   0.1217900142,   0.1334811151,   0.1433696300,   0.1328229606,   0.0979918838
   0.1364748627,   0.1443542242,   0.1326741129,   0.0977220982,   0.2238252014,   0.2735308111,   0.2096873373,   0.1101656184,   0.0677263513,   0.1216774359,   0.1363679320,   0.1442912221,   0.1326484233,   0.0977279693
   0.1363609880,   0.1445507854,   0.1328498423,   0.0974892527,   0.2232322097,   0.2728885710,   0.2089869231,   0.1100920662,   0.0677263662,   0.1215651929,   0.1362537295,   0.1444883198,   0.1328246593,   0.0974950045
   0.1335127801,   0.1429240555,   0.1322350949,   0.0972438902,   0.2226392478,   0.2722556591,   0.2083140016,   0.1099888235,   0.0677261278,   0.1214515418,   0.1334013492,   0.1428598315,   0.1322102100,   0.0972499549
   0.1327943355,   0.1425547302,   0.1318558007,   0.0969908014,   0.2220197171,   0.2715936899,   0.2076109648,   0.1098602340,   0.0677260533,   0.1213378832,   0.1326824278,   0.1424906552,   0.1318306774,   0.0969968960
   0.1303543746,   0.1411578208,   0.1312110126,   0.0967251658,   0.2213776708,   0.2709100246,   0.2068883330,   0.1097056940,   0.0677258149,   0.1212228239,   0.1302367151,   0.1410923749,   0.1311867535,   0.0967315286
   0.1289805323,   0.1399722397,   0.1304710805,   0.0964313373,   0.2206710130,   0.2701603770,   0.2061031759,   0.1095235944,   0.0677256361,   0.1211048141,   0.1288622767,   0.1399057209,   0.1304464340,   0.0964378938
   0.1278431714,   0.1393388212,   0.1300206184,   0.0961307362,   0.2199329883,   0.2693730295,   0.2052694708,   0.1093158945,   0.0677255020,   0.1209854111,   0.1277237833,   0.1392720938,   0.1299958229,   0.0961373523
   0.1289605945,   0.1396685541,   0.1298662722,   0.0958357602,   0.2191959321,   0.2685833573,   0.2044273168,   0.1090861484,   0.0677255765,   0.1208659410,   0.1288447231,   0.1396027803,   0.1298409104,   0.0958421975
   0.1310031116,   0.1406123936,   0.1301050484,   0.0955705494,   0.2185141891,   0.2678465545,   0.2036287636,   0.1088404655,   0.0677257255,   0.1207481623,   0.1308937967,   0.1405481696,   0.1300787330,   0.0955766439
   0.1328979433,   0.1417540461,   0.1305764169,   0.0953400806,   0.2179092169,   0.2671889365,   0.2029085159,   0.1085837111,   0.0677258894,   0.1206318662,   0.1327918172,   0.1416915506,   0.1305503696,   0.0953458324
   0.1344292313,   0.1428764462,   0.1311400831,   0.0951480120,   0.2173964232,   0.2666282356,   0.2022874504,   0.1083225831,   0.0677260384,   0.1205178797,   0.1343253404,   0.1428155005,   0.1311144829,   0.0951534659
   0.1463768184,   0.1493417621,   0.1332842559,   0.0950292796,   0.2170133591,   0.2661924958,   0.2017782032,   0.1080662757,   0.0677269474,   0.1204082146,   0.1462916136,   0.1492884159,   0.1332575828,   0.0950333029
   0.1400273740,   0.1470123231,   0.1339728981,   0.0949798748,   0.2168455869,   0.2659919262,   0.2015140653,   0.1078186929,   0.0677266642,   0.1203002781,   0.1399292052,   0.1469556093,   0.1339498311,   0.0949843302
   0.1396773309,   0.1464762688,   0.1335359961,   0.0948867425,   0.2166269571,   0.2657623291,   0.2012758851,   0.1075799912,   0.0677265897,   0.1201904416,   0.1395796090,   0.1464191377,   0.1335125715,   0.0948912576
   0.1435803771,   0.1488567740,   0.1342230290,   0.0948155597,   0.2164230049,   0.2655367553,   0.2010236233,   0.1073542535,   0.0677268878,   0.1200824231,   0.1434885859,   0.1488026828,   0.1341990083,   0.0948195979
   0.1391414106,   0.1467597336,   0.1339586973,   0.0947574452,   0.2162779421,   0.2653781176,   0.2008422911,   0.1071390808,   0.0677266195,   0.1199745536,   0.1390418708,   0.1467030495,   0.1339361668,   0.0947618708
   0.1435582191,   0.1481024325,   0.1336987615,   0.0946663544,   0.2160623819,   0.2651532888,   0.2006156147,   0.1069330573,   0.0677267984,   0.1198661104,   0.1434681863,   0.1480476260,   0.1336742938,   0.0946704373
   0.1388150156,   0.1461412609,   0.1335023195,   0.0945909396,   0.2158734500,   0.2649489939,   0.2003905475,   0.1067335606,   0.0677265003,   0.1197572052,   0.1387163103,   0.1460841596,   0.1334794313,   0.0945954397
   0.1371293813,   0.1448503137,   0.1326942593,   0.0944735631,   0.2156087011,   0.2646754980,   0.2001177371,   0.1065364853,   0.0677263215,   0.1196459681,   0.1370293051,   0.1447920501,   0.1326708645,   0.0944783017
   0.1363995969,   0.1442678571,   0.1322022676,   0.0943381563,   0.2152862996,   0.2643369734,   0.1997707784,   0.1063401699,   0.0677262470,   0.1195332408,   0.1362992823,   0.1442093253,   0.1321784854,   0.0943429992
   0.1423514187,   0.1466160119,   0.1324147284,   0.0942060649,   0.2149474323,   0.2639741600,   0.1993877739,   0.1061460525,   0.0677265748,   0.1194215715,   0.1422626078,   0.1465604007,   0.1323890686,   0.0942103714
   0.1410082728,   0.1473022252,   0.1335775852,   0.0941444710,   0.2147397548,   0.2637329698,   0.1990931779,   0.1059579179,   0.0677266642,   0.1193129420,   0.1409142464,   0.1472473592,   0.1335541904,   0.0941486135
   0.1371638924,   0.1449693739,   0.1328201592,   0.0940517560,   0.2145283669,   0.2635114789,   0.1988613456,   0.1057712361,   0.0677263513,   0.1192020699,   0.1370644122,   0.1449117959,   0.1327972710,   0.0940563306
   0.1358291060,   0.1439761668,   0.1320767850,   0.0939222574,   0.2142311633,   0.2632038593,   0.1985550225,   0.1055852845,   0.0677261874,   0.1190891117,   0.1357287318,   0.1439178139,   0.1320533305,   0.0939270258
   0.1333330125,   0.1425997168,   0.1313385665,   0.0937735066,   0.2138824910,   0.2628396451,   0.1981840581,   0.1053979695,   0.0677259639,   0.1189750507,   0.1332292408,   0.1425402015,   0.1313150227,   0.0937785581
   0.1343384087,   0.1426584572,   0.1309409738,   0.0936106890,   0.2134870142,   0.2624229491,   0.1977554113,   0.1052080542,   0.0677259788,   0.1188604087,   0.1342378557,   0.1425994188,   0.1309165359,   0.0936156660
   0.1326702237,   0.1419339329,   0.1306809187,   0.0934502259,   0.2130878270,   0.2619979680,   0.1973079890,   0.1050141975,   0.0677258596,   0.1187452525,   0.1325671077,   0.1418743581,   0.1306568086,   0.0934553370
   0.1324091405,   0.1417051405,   0.1304174364,   0.0932821259,   0.2126705498,   0.2615546286,   0.1968437731,   0.1048159674,   0.0677258149,   0.1186291724,   0.1323062629,   0.1416456252,   0.1303930879,   0.0932872370
   0.1312053353,   0.1409201026,   0.1300338954,   0.0931102410,   0.2122470587,   0.2611054778,   0.1963738203,   0.1046139821,   0.0677256808,   0.1185128167,   0.1311011761,   0.1408598721,   0.1300095171,   0.0931154713
   0.1319434941,   0.1409677267,   0.1298248917,   0.0929279700,   0.2117923945,   0.2606230378,   0.1958709508,   0.1044057086,   0.0677257106,   0.1183947846,   0.1318417490,   0.1409079134,   0.1298000365,   0.0929331109
   0.1304478943,   0.1404615045,   0.1296476275,   0.0927530378,   0.2113510519,   0.2601515055,   0.1953716278,   0.1041938439,   0.0677256063,   0.1182771176,   0.1303435266,   0.1404013932,   0.1296232194,   0.0927582830
   0.1312529445,   0.1405306458,   0.1294829398,   0.0925785005,   0.2109119743,   0.2596840560,   0.1948799640,   0.1039796248,   0.0677256361,   0.1181599572,   0.1311511099,   0.1404708326,   0.1294581145,   0.0925836414
   0.1303775311,   0.1402747929,   0.1293898672,   0.0924046040,   0.2104704231,   0.2592124641,   0.1943821758,   0.1037608609,   0.0677255765,   0.1180416942,   0.1302742660,   0.1402150691,   0.1293653101,   0.0924097747
   0.1290780753,   0.1395695060,   0.1290562451,   0.0922291726,   0.2100333869,   0.2587480843,   0.1938944608,   0.1035400182,   0.0677254573,   0.1179236919,   0.1289711446,   0.1395091861,   0.1290324330,   0.0922344774
   0.1943209916,   0.1628108025,   0.1331750602,   0.0921190381,   0.2096463293,   0.2583131194,   0.1934146136,   0.1033181548,   0.0677286759,   0.1178053692,   0.1943302304,   0.1627699137,   0.1331338137,   0.0921195596
   0.2003510296,   0.1829667538,   0.1534991711,   0.0936734974,   0.2118415236,   0.2600445449,   0.1941893548,   0.1031539440,   0.0677305683,   0.1177126691,   0.2003191411,   0.1829381138,   0.1534812003,   0.0936716795
   0.2005346119,   0.1841209233,   0.1550229192,   0.0959596485,   0.2169525623,   0.2653066516,   0.1991198957,   0.1031392142,   0.0677307621,   0.1176319346,   0.2004973590,   0.1840902865,   0.1550071836,   0.0959580988
   0.1770435423,   0.1760496944,   0.1557725072,   0.0965216383,   0.2199145705,   0.2689512968,   0.2038608491,   0.1033180505,   0.0677300319,   0.1175490245,   0.1769689769,   0.1760120839,   0.1557647288,   0.0965212658
   0.1783058196,   0.1769221127,   0.1561108083,   0.0971171111,   0.2214362174,   0.2706341445,   0.2058221847,   0.1035910994,   0.0677301213,   0.1174627319,   0.1782319695,   0.1768848598,   0.1561024934,   0.0971167535
   0.1991426200,   0.1789585501,   0.1538277864,   0.0975544900,   0.2226623297,   0.2720201313,   0.2074774355,   0.1039239019,   0.0677305236,   0.1173820347,   0.1991107017,   0.1789204031,   0.1538099647,   0.0975535810
   0.2009451091,   0.1851853132,   0.1588492841,   0.0989489928,   0.2255458683,   0.2748922706,   0.2100258023,   0.1043077037,   0.0677309707,   0.1173017919,   0.2009028792,   0.1851512790,   0.1588351876,   0.0989476815
   0.2010524273,   0.1861129105,   0.1603686363,   0.1005455256,   0.2295223773,   0.2792020738,   0.2146990001,   0.1048254669,   0.0677310750,   0.1172290146,   0.2010062039,   0.1860777140,   0.1603555828,   0.1005443633
   0.1846048087,   0.1823948920,   0.1609869152,   0.1017459333,   0.2328393906,   0.2829458117,   0.2191496938,   0.1054867506,   0.0677306727,   0.1171550304,   0.1845270842,   0.1823563278,   0.1609800309,   0.1017456949
   0.1742402166,   0.1740105599,   0.1547611952,   0.1021349654,   0.2339033782,   0.2842726111,   0.2210280895,   0.1062274128,   0.0677299425,   0.1170756146,   0.1741559058,   0.1739665419,   0.1547505856,   0.1021361426
   0.1646459401,   0.1662089825,   0.1487162113,   0.1020564586,   0.2339397073,   0.2843554914,   0.2212351263,   0.1069608107,   0.0677291527,   0.1169895828,   0.1645554900,   0.1661602855,   0.1487012208,   0.1020589769
   0.1612096876,   0.1631924957,   0.1459354907,   0.1020063236,   0.2339421511,   0.2843619883,   0.2212538123,   0.1076603457,   0.0677288100,   0.1168997064,   0.1611181945,   0.1631420702,   0.1459179074,   0.1020094231
   0.1569247097,   0.1600645930,   0.1437756419,   0.1019656882,   0.2339423448,   0.2843636870,   0.2212614268,   0.1083243787,   0.0677284524,   0.1168071404,   0.1568294019,   0.1600117534,   0.1437565684,   0.1019693688
   0.1518866569,   0.1566681415,   0.1416258663,   0.1019205675,   0.2339230627,   0.2843499482,   0.2212626338,   0.1089514270,   0.0677280650,   0.1167116612,   0.1517857760,   0.1566124111,   0.1416056603,   0.1019249484
   0.1506604999,   0.1550980359,   0.1402119547,   0.1018296629,   0.2337530851,   0.2841819525,   0.2211175710,   0.1095386297,   0.0677278712,   0.1166137755,   0.1505604535,   0.1550410241,   0.1401900500,   0.1018343568
   0.1446500421,   0.1512592584,   0.1383143812,   0.1016676277,   0.2334227115,   0.2838432491,   0.2207902521,   0.1100765690,   0.0677273944,   0.1165124923,   0.1445421278,   0.1511983424,   0.1382920593,   0.1016730964
   0.1460551023,   0.1515778005,   0.1377610415,   0.1014579460,   0.2329311520,   0.2833203673,   0.2202423960,   0.1105482206,   0.0677274242,   0.1164035201,   0.1459513605,   0.1515178978,   0.1377373189,   0.1014633104
   0.1443990916,   0.1507121772,   0.1373791546,   0.1012580618,   0.2324503362,   0.2828031480,   0.2196848989,   0.1109744683,   0.0677273050,   0.1163013056,   0.1442929655,   0.1506515294,   0.1373555511,   0.1012635455
   0.1454664618,   0.1511267424,   0.1373187155,   0.1010598913,   0.2319636643,   0.2822776735,   0.2191153914,   0.1113444865,   0.0677273646,   0.1161991805,   0.1453628391,   0.1510668397,   0.1372946650,   0.1010652557
   0.1435137838,   0.1499291807,   0.1368653178,   0.1008620784,   0.2314893901,   0.2817681432,   0.2185671031,   0.1116584912,   0.0677272156,   0.1160961315,   0.1434074789,   0.1498680562,   0.1368415058,   0.1008676216
   0.1403284669,   0.1479863226,   0.1359198987,   0.1006284282,   0.2309470177,   0.2811914980,   0.2179603875,   0.1119157299,   0.0677269325,   0.1159906313,   0.1402179599,   0.1479232609,   0.1358959079,   0.1006343439
   0.1408205777,   0.1480923146,   0.1355675459,   0.1003827974,   0.2303540409,   0.2805557549,   0.2172808200,   0.1121314615,   0.0677269176,   0.1158919409,   0.1407120079,   0.1480299085,   0.1355428696,   0.1003886387
   0.1383396238,   0.1464406848,   0.1348372847,   0.1001254544,   0.2297431082,   0.2799026072,   0.2165845335,   0.1122914851,   0.0677266940,   0.1157917082,   0.1382280439,   0.1463764906,   0.1348126680,   0.1001315936
   0.1402924657,   0.1473814398,   0.1348852664,   0.0998703167,   0.2291087359,   0.2792174518,   0.2158415914,   0.1123870090,   0.0677268282,   0.1156843305,   0.1401850581,   0.1473189443,   0.1348600537,   0.0998761579
   0.1366192102,   0.1453886330,   0.1342271566,   0.0996196717,   0.2285082489,   0.2785737813,   0.2151503712,   0.1124481857,   0.0677265599,   0.1155836508,   0.1365059614,   0.1453239024,   0.1342025101,   0.0996259153
   0.1352238953,   0.1443629265,   0.1335183531,   0.0993371978,   0.2278352082,   0.2778562307,   0.2143906951,   0.1124618277,   0.0677263960,   0.1154809222,   0.1351096928,   0.1442974210,   0.1334933192,   0.0993435904
   0.1371578127,   0.1451066732,   0.1334701777,   0.0990593731,   0.2271460444,   0.2771137953,   0.2135890424,   0.1124312133,   0.0677265003,   0.1153774261,   0.1370481998,   0.1450425684,   0.1334445179,   0.0990654677
   0.1388945878,   0.1463879198,   0.1339708120,   0.0988290831,   0.2265493274,   0.2764624655,   0.2128672153,   0.1123665646,   0.0677266344,   0.1152764037,   0.1387875974,   0.1463257819,   0.1339453310,   0.0988348350
   0.1449112147,   0.1498758346,   0.1354508847,   0.0986661389,   0.2260837704,   0.2759430110,   0.2122700661,   0.1122753918,   0.0677271113,   0.1151768863,   0.1448134333,   0.1498177499,   0.1354254633,   0.0986710414
   0.1423651129,   0.1487569213,   0.1355946809,   0.0985466018,   0.2257712036,   0.2755980492,   0.2118756324,   0.1121700704,   0.0677269921,   0.1150791049,   0.1422623843,   0.1486972570,   0.1355706900,   0.0985516831
   0.1411883831,   0.1479059160,   0.1351237744,   0.0984017029,   0.2254270464,   0.2752315700,   0.2114879340,   0.1120529026,   0.0677268878,   0.1149803847,   0.1410845816,   0.1478455365,   0.1350996345,   0.0984069183
   0.1382751316,   0.1461610943,   0.1343204826,   0.0982296616,   0.2250277698,   0.2748095691,   0.2110471874,   0.1119222566,   0.0677266195,   0.1148801073,   0.1381673962,   0.1460989267,   0.1342962831,   0.0982352346
   0.1358364820,   0.1445956230,   0.1334116310,   0.0980184227,   0.2245370597,   0.2742920518,   0.2105102688,   0.1117743030,   0.0677263960,   0.1147777140,   0.1357259154,   0.1445320845,   0.1333871037,   0.0980243236
   0.1366593540,   0.1451264471,   0.1332503110,   0.0978051051,   0.2240111679,   0.2737283707,   0.2099081576,   0.1116107851,   0.0677264407,   0.1146757826,   0.1365508139,   0.1450641900,   0.1332252175,   0.0978108272
   0.1426582634,   0.1483489871,   0.1343967766,   0.0976451188,   0.2235657126,   0.2732354403,   0.2093514949,   0.1114355475,   0.0677268878,   0.1145757735,   0.1425597072,   0.1482906044,   0.1343712658,   0.0976500660
   0.1392164975,   0.1465532333,   0.1342347264,   0.0975083187,   0.2232216001,   0.2728610337,   0.2089345008,   0.1112526059,   0.0677266791,   0.1144758314,   0.1391120106,   0.1464925259,   0.1342105567,   0.0975135788
   0.1355710179,   0.1444848031,   0.1332999170,   0.0973259732,   0.2228006124,   0.2724179029,   0.2084751725,   0.1110604107,   0.0677263662,   0.1143732369,   0.1354612857,   0.1444219798,   0.1332758367,   0.0973316655
   0.1330666095,   0.1428050399,   0.1322658062,   0.0971017778,   0.2222814113,   0.2718722820,   0.2079132795,   0.1108571142,   0.0677261129,   0.1142688468,   0.1329542249,   0.1427407563,   0.1322411895,   0.0971078277
   0.1305449158,   0.1412533671,   0.1313722432,   0.0968451127,   0.2216748744,   0.2712313831,   0.2072463781,   0.1106375828,   0.0677258447,   0.1141621396,   0.1304270774,   0.1411876827,   0.1313481033,   0.0968514755
   0.1313229948,   0.1412183791,   0.1309351623,   0.0965758413,   0.2210178226,   0.2705314755,   0.2065076530,   0.1104017869,   0.0677258298,   0.1140547767,   0.1312106699,   0.1411531717,   0.1309093535,   0.0965820849
   0.1289947033,   0.1400479525,   0.1304604709,   0.0963063017,   0.2203573436,   0.2698257267,   0.2057560980,   0.1101494357,   0.0677256361,   0.1139467210,   0.1288765669,   0.1399817020,   0.1304358244,   0.0963127837
   0.1305811852,   0.1406062245,   0.1303582191,   0.0960378051,   0.2196859121,   0.2691059113,   0.2049877197,   0.1098828688,   0.0677257255,   0.1138386652,   0.1304694861,   0.1405412555,   0.1303321719,   0.0960440636
   0.1318949014,   0.1412772983,   0.1305575371,   0.0957954675,   0.2190639526,   0.2684333324,   0.2042570561,   0.1096061766,   0.0677258298,   0.1137314737,   0.1317859739,   0.1412134916,   0.1305314898,   0.0958014727
   0.1333106458,   0.1425179541,   0.1311142892,   0.0955878794,   0.2185142189,   0.2678338289,   0.2035963535,   0.1093238816,   0.0677259937,   0.1136256233,   0.1332035363,   0.1424560845,   0.1310886890,   0.0955935717
   0.1338484436,   0.1424644142,   0.1311560869,   0.0953944996,   0.2180201858,   0.2672996819,   0.2030145377,   0.1090396643,   0.0677260086,   0.1135204509,   0.1337430626,   0.1424024552,   0.1311306059,   0.0954001024
   0.1343153864,   0.1427113861,   0.1312466562,   0.0952102616,   0.2175489068,   0.2667911053,   0.2024634629,   0.1087554395,   0.0677260384,   0.1134154573,   0.1342111379,   0.1426499337,   0.1312212944,   0.0952157453
   0.1340928227,   0.1427260190,   0.1312900484,   0.0950325504,   0.2170955837,   0.2663023472,   0.2019352168,   0.1084716693,   0.0677260384,   0.1133100241,   0.1339882463,   0.1426648945,   0.1312650144,   0.0950379893
   0.1344368905,   0.1429057717,   0.1313190162,   0.0948631093,   0.2166639417,   0.2658374310,   0.2014327943,   0.1081908718,   0.0677260533,   0.1132049933,   0.1343332678,   0.1428451240,   0.1312940419,   0.0948684290
   0.1298398972,   0.1405377686,   0.1305275410,   0.0946714580,   0.2162076235,   0.2653552592,   0.2009281367,   0.1079092622,   0.0677256659,   0.1130979061,   0.1297265291,   0.1404744387,   0.1305039376,   0.0946772844
   0.1302154213,   0.1403235942,   0.1300050318,   0.0944503099,   0.2156721205,   0.2647900283,   0.2003435344,   0.1076245010,   0.0677256361,   0.1129886210,   0.1301067024,   0.1402605027,   0.1299798191,   0.0944561213
   0.1322896034,   0.1412318051,   0.1300700009,   0.0942345485,   0.2151229531,   0.2642013431,   0.1997176260,   0.1073361710,   0.0677257702,   0.1128784716,   0.1321853846,   0.1411702931,   0.1300442517,   0.0942400768
   0.1314698011,   0.1410360932,   0.1301335692,   0.0940350965,   0.2146111578,   0.2636500299,   0.1991232634,   0.1070463061,   0.0677257255,   0.1127683967,   0.1313640326,   0.1409745812,   0.1301084459,   0.0940406099
   0.1323184073,   0.1413184255,   0.1301282942,   0.0938441679,   0.2141240090,   0.2631261647,   0.1985607743,   0.1067581475,   0.0677257702,   0.1126592830,   0.1322148442,   0.1412575394,   0.1301029921,   0.0938495472
   0.1289719492,   0.1399696171,   0.1297299564,   0.0936528668,   0.2136501372,   0.2626206875,   0.1980238557,   0.1064716950,   0.0677255169,   0.1125503480,   0.1288602203,   0.1399074793,   0.1297060847,   0.0936585292
   0.1312097758,   0.1407627761,   0.1297095865,   0.0934675410,   0.2131796181,   0.2621171772,   0.1974892616,   0.1061894298,   0.0677256510,   0.1124430373,   0.1311053485,   0.1407019794,   0.1296842843,   0.0934729204
   0.1418561339,   0.1435846239,   0.1302232742,   0.0933075398,   0.2127510458,   0.2616519332,   0.1969835609,   0.1059131548,   0.0677262321,   0.1123380810,   0.1417731941,   0.1435263604,   0.1301956475,   0.0933120251
   0.1418848932,   0.1470876187,   0.1324592382,   0.0932303071,   0.2124644667,   0.2613158226,   0.1965748221,   0.1056434512,   0.0677265748,   0.1122344881,   0.1417960525,   0.1470341235,   0.1324343532,   0.0932342261
   0.1396244466,   0.1461774111,   0.1328932792,   0.0931770280,   0.2123017758,   0.2611281276,   0.1963415891,   0.1053852290,   0.0677264854,   0.1121317372,   0.1395308673,   0.1461224556,   0.1328701824,   0.0931810960
   0.1383117586,   0.1453773230,   0.1325448155,   0.0931006670,   0.2121182084,   0.2609337866,   0.1961355656,   0.1051387638,   0.0677263811,   0.1120281741,   0.1382165998,   0.1453215927,   0.1325217485,   0.0931048840
