"year","doy","hour","Tair","Tsoil","Relhumidity","VPD","Rain","Windspeed","Solradiation"
2010,272,8,15.303,0.424,66.433,0.5838,0,0.543,379.45
2010,272,9,16.962,0.439,63.937,0.6973,0,0.743,539.63
2010,272,10,18.143,0.452,62.341,0.7845,0,1.717,657.21
2010,272,11,19.477,0.459,55.108,1.0165,0,1.923,721.76
2010,272,12,20.143,0.464,53.087,1.107,0,2.3,726.81
2010,272,13,20.976,0.472,49.28,1.2599,0,2.217,668.85
2010,272,14,21.299,0.475,48.276,1.3106,0,2.613,555.15
2010,272,15,20.815,0.48,48.421,1.2686,0,3.347,403.29
2010,272,16,20.258,0.475,48.043,1.2348,0,3.617,221.71
2010,272,17,19.314,0.451,51.786,1.0807,0,3.26,52.349
2010,272,18,17.396,0.432,64.344,0.7087,0,3.323,0
2010,272,19,16.128,0.414,71.494,0.5227,0,3.387,0
2010,272,20,15.021,0.405,71.382,0.4888,0,3.607,0
2010,272,21,14.652,0.404,71.636,0.4731,0,3.277,0
2010,272,22,14.383,0.401,69.401,0.5016,0,3.107,0
2010,272,23,14.488,0.397,66.268,0.5567,0,2.48,0
2010,273,0,14.541,0.396,64.634,0.5857,0,1.2,0
2010,273,1,14.16,0.393,65.258,0.5613,0,1.617,0
2010,273,2,13.951,0.389,65.364,0.5521,0,1.433,0
2010,273,3,12.844,0.387,69.148,0.4575,0,3.097,0
2010,273,4,12.213,0.389,71.506,0.4054,0,2.7,0
2010,273,5,12.29,0.392,69.868,0.4309,0,3.167,0
2010,273,6,11.905,0.398,74.373,0.3573,0,3.557,19.255
2010,273,7,12.65,0.405,71.899,0.4115,0,2.873,185.12
2010,273,8,13.156,0.418,69.279,0.465,0,2.997,374.36
2010,273,9,14.236,0.443,64.383,0.5783,0,1.94,546.49
2010,273,10,16.064,0.467,56.7,0.7907,0,1.02,661.16
2010,273,11,17.027,0.481,55.063,0.8725,0,1.797,721.2
2010,273,12,18.326,0.484,51.399,1.0242,0,2.03,722.48
2010,273,13,19.312,0.49,48.363,1.1573,0,2.127,662.01
2010,273,14,19.879,0.442,46.639,1.2388,0,2.657,550.56
2010,273,15,19.84,0.459,45.989,1.2508,0,2.45,392.69
2010,273,16,19.421,0.469,47.815,1.1775,0,2.653,205.81
2010,273,17,18.206,0.453,52.116,1.0015,0,2.827,44.591
2010,273,18,17.425,0.435,55.031,0.8954,0,2.83,0
2010,273,19,16.733,0.411,56.586,0.8274,0,2.477,0
2010,273,20,16.151,0.394,58.353,0.7648,0,1.993,0
2010,273,21,15.493,0.386,59.721,0.7092,0,1.45,0
2010,273,22,15.395,0.38,59.035,0.7168,0,1.637,0
2010,273,23,15.095,0.376,60.302,0.6813,0,0.043,0
2010,274,0,15.199,0.376,59.853,0.6937,0,0,0
2010,274,1,15.108,0.375,61.682,0.6582,0,1.233,0
2010,274,2,15.199,0.37,61.833,0.6595,0,1.297,0
2010,274,3,15.585,0.362,58.824,0.7293,0,2.457,0
2010,274,4,15.401,0.359,59.675,0.7058,0,1.9,0
2010,274,5,15.136,0.358,60.929,0.6723,0,1.783,0
2010,274,6,14.503,0.364,63.592,0.6015,0,2.257,18.06
2010,274,7,17.677,0.377,43.064,1.1518,0,3.947,187.5
2010,274,8,18.288,0.401,44.679,1.163,0,2.56,380.22
2010,274,9,18.779,0.425,51.579,1.0497,0,2.19,550.49
2010,274,10,21.276,0.445,39.928,1.52,0,1.973,661.71
2010,274,11,23.542,0.459,23.025,2.2351,0,2.56,724.38
2010,274,12,24.549,0.468,18.581,2.5114,0,2.473,717.44
2010,274,13,24.95,0.474,15.078,2.6828,0,2.47,665.37
2010,274,14,25.183,0.462,14.052,2.7533,0,3.19,554.75
2010,274,15,25.269,0.466,14.58,2.7503,0,2.69,396.66
2010,274,16,24.718,0.472,16.421,2.6042,0,2.087,211.7
2010,274,17,23.128,0.456,25.781,2.1019,0,1.937,44.719
2010,274,18,21.209,0.438,36.51,1.5998,0,2.423,0
2010,274,19,20.506,0.416,35.561,1.5551,0,2.703,0
2010,274,20,19.178,0.405,44.228,1.2396,0,2.73,0
2010,274,21,18.468,0.402,50.056,1.0618,0,3.283,0
2010,274,22,18.617,0.398,44.426,1.1926,0,2.373,0
2010,274,23,17.965,0.395,46.096,1.1104,0,1.993,0
2010,275,0,18.017,0.396,42.876,1.1807,0,1.763,0
2010,275,1,17.98,0.396,41.674,1.2026,0,2.013,0
2010,275,2,18.302,0.392,39.681,1.2692,0,1.573,0
2010,275,3,18.052,0.388,39.648,1.2501,0,0.88,0
2010,275,4,18.029,0.388,38.137,1.2795,0,0.927,0
2010,275,5,17.68,0.392,37.864,1.2573,0,0,0
2010,275,6,17.038,0.4,43.531,1.0971,0,1.433,13.698
2010,275,7,18.413,0.41,38.991,1.2927,0,0.353,167.74
2010,275,8,20.251,0.424,32.73,1.598,0,0.437,350.01
2010,275,9,20.762,0.439,32.62,1.6519,0,1.02,510.29
2010,275,10,21.221,0.452,33.836,1.6684,0,1.61,625.87
2010,275,11,22.195,0.459,33.794,1.7718,0,1.717,684.68
2010,275,12,23.029,0.464,32.362,1.9041,0,2.333,683.26
2010,275,13,23.363,0.472,29.944,2.0123,0,2.617,627.11
2010,275,14,23.277,0.475,31.828,1.9482,0,3.167,545.99
2010,275,15,22.367,0.48,33.505,1.7983,0,3.653,364.17
2010,275,16,21.922,0.475,34.297,1.7293,0,3.413,187.92
2010,275,17,20.29,0.451,40.205,1.4239,0,3.233,31.683
2010,275,18,19.512,0.432,41.169,1.335,0,3.353,0
2010,275,19,18.584,0.414,40.785,1.2682,0,3.227,0
2010,275,20,17.724,0.405,44.452,1.1271,0,3.14,0
2010,275,21,17.355,0.404,45.109,1.0881,0,2.11,0
2010,275,22,17.721,0.401,44.339,1.1292,0,1.827,0
2010,275,23,17.925,0.397,44.488,1.1407,0,1.033,0
2010,276,0,14.803,0.396,64.988,0.5897,0,2.803,0
2010,276,1,15.998,0.393,58.049,0.7629,0,4.667,0
2010,276,2,15.784,0.389,55.857,0.7919,0,4.143,0
2010,276,3,15.357,0.387,57.802,0.7365,0,4.19,0
2010,276,4,14.7,0.389,64.347,0.5965,0,4.533,0
2010,276,5,13.986,0.392,66.624,0.5332,0,3.963,0
2010,276,6,14.334,0.398,61.594,0.6276,0,3.36,0
2010,276,7,14.059,0.405,63.958,0.5786,0,2.87,19.575
2010,276,8,13.279,0.418,70.094,0.4563,0,3.393,61.418
2010,276,9,14.14,0.443,65.379,0.5587,0,1.66,170.22
2010,276,10,15.431,0.467,61.488,0.6754,0,1.737,324.93
2010,276,11,15.709,0.481,59.461,0.7237,0,1.697,287.13
2010,276,12,15.194,0.484,63.797,0.6253,0,1.873,309.12
2010,276,13,15.176,0.49,64.324,0.6155,0,1.657,315.83
2010,276,14,14.114,0.442,71.815,0.454,0,4.277,252.62
2010,276,15,13.467,0.459,74.579,0.3927,0,3.753,159.46
2010,276,16,12.165,0.469,78.941,0.2987,0,5.027,96.489
2010,276,17,11.287,0.453,79.426,0.2753,0,5.857,57.189
2010,276,18,10.133,0.435,80.631,0.24,0,4.907,0
2010,276,19,9.377,0.411,80.184,0.2334,0,5.113,0
2010,276,20,8.974,0.394,79.781,0.2318,0,4.89,0
2010,276,21,8.623,0.386,78.538,0.2403,0,5.207,0
2010,276,22,8.334,0.38,75.763,0.2661,0,5.023,0
2010,276,23,7.921,0.376,76.385,0.252,0,5.21,0
2010,277,0,7.619,0.376,74.389,0.2678,0,5.23,0
2010,277,1,7.357,0.375,74.065,0.2664,0,4.99,0
2010,277,2,7.138,0.37,74.874,0.2542,0,3.327,0
2010,277,3,6.73,0.362,80.617,0.1907,0,3.643,0
2010,277,4,6.565,0.359,81.592,0.179,0,4.35,0
2010,277,5,6.377,0.358,78.111,0.2102,0,3.087,0
2010,277,6,6.248,0.364,72.019,0.2663,0,1.483,12.712
2010,277,7,6.172,0.377,72.707,0.2584,0,1.23,81.979
2010,277,8,7.179,0.401,66.997,0.3348,0,1.89,240.88
2010,277,9,7.912,0.425,63.358,0.3909,0,2.56,473.57
2010,277,10,9.454,0.445,54.326,0.5408,0,2.383,602.43
2010,277,11,10.579,0.459,43.556,0.7207,0,2.81,697.62
2010,277,12,11.268,0.468,38.25,0.8254,0,2.22,586
2010,277,13,11.366,0.474,41.882,0.7819,0,3.367,655.7
2010,277,14,11.306,0.462,44.965,0.7375,0,4.063,560.93
2010,277,15,10.146,0.466,54.625,0.5628,0,4.587,369.42
2010,277,16,8.18,0.472,63.017,0.4018,0,5.38,213.73
2010,277,17,6.435,0.456,72.395,0.2661,0,4.507,30.488
2010,277,18,5.502,0.438,68.073,0.2885,0,3.62,0
2010,277,19,5.096,0.416,71.237,0.2527,0,3.237,0
2010,277,20,4.265,0.405,77.262,0.1885,0,3.017,0
2010,277,21,3.514,0.402,74.662,0.1992,0,0.49,0
2010,277,22,2.976,0.398,72.952,0.2047,0,1.123,0
2010,277,23,2.568,0.395,73.788,0.1927,0,0.71,0
2010,278,0,2.726,0.396,71.757,0.21,0,1.403,0
2010,278,1,3.354,0.396,67.002,0.2565,0,2.107,0
2010,278,2,3.369,0.392,70.031,0.2332,0,1.527,0
2010,278,3,4.039,0.388,62.914,0.3025,0,0.387,0
2010,278,4,3.811,0.388,64.784,0.2827,0,0.713,0
2010,278,5,3.417,0.392,69.444,0.2386,0,0.18,0
2010,278,6,3.316,0.4,69.401,0.2372,0,0.683,12.677
2010,278,7,5.059,0.41,61.036,0.3414,0,0.037,171.57
2010,278,8,5.821,0.424,62.03,0.3508,0,2.74,362.84
2010,278,9,6.483,0.439,60.299,0.384,0,3.847,524.04
2010,278,10,7.675,0.452,54.293,0.4797,0,5.397,642.96
2010,278,11,8.469,0.459,52.441,0.5269,0,5.235,701.16
2010,278,12,9.684,0.464,51.6905,0.5823,0,5.081,672.857
2010,278,13,10.455,0.472,50.94,0.6212,0,4.927,646.93
2010,278,14,11.063,0.475,49.778,0.6622,0,5.543,535.96
2010,278,15,11.296,0.48,49.652,0.6743,0,7.217,378.79
2010,278,16,10.996,0.475,49.266,0.666,0,7.18,188.72
2010,278,17,10.406,0.451,51.453,0.6128,0,6.81,32.583
2010,278,18,9.422,0.432,53.548,0.5489,0,6.36,0
2010,278,19,8.809,0.414,55.458,0.505,0,6.383,0
2010,278,20,8.418,0.405,58.381,0.4595,0,5.293,0
2010,278,21,7.741,0.404,62.496,0.3954,0,4.753,0
2010,278,22,7.498,0.401,66.15,0.351,0,3.373,0
2010,278,23,7.144,0.397,68.877,0.315,0,2.72,0
2010,279,0,7.099,0.396,70.247,0.3002,0,3.417,0
2010,279,1,7.415,0.393,70.874,0.3003,0,4.1,0
2010,279,2,7.345,0.389,71.267,0.2949,0,3.087,0
2010,279,3,7.091,0.387,71.399,0.2884,0,3.287,0
2010,279,4,6.524,0.389,74.271,0.2495,0,4.263,0
2010,279,5,6.555,0.392,75.479,0.2383,0,4.21,0
2010,279,6,6.378,0.398,77.505,0.216,0,4.29,0
2010,279,7,6.846,0.405,76.409,0.2339,0,3.463,74.771
2010,279,8,8.058,0.418,71.909,0.3026,0,3.353,224.78
2010,279,9,9.257,0.443,68.791,0.3647,0,3.947,447.32
2010,279,10,10.754,0.467,63.361,0.4733,0,3.06,572.16
2010,279,11,11.697,0.481,60.012,0.5499,0,3.177,681.93
2010,279,12,12.536,0.484,57.282,0.6208,0,3.697,609.71
2010,279,13,13.2,0.49,55.628,0.6735,0,3.763,621.32
2010,279,14,14.021,0.442,52.924,0.7538,0,2.92,503.24
2010,279,15,14.264,0.459,51.493,0.7891,0,2.753,344.43
2010,279,16,13.658,0.469,55.124,0.7018,0,2.157,99.362
2010,279,17,12.861,0.453,58.415,0.6174,0,2.393,24.321
2010,279,18,12.04,0.435,61.591,0.5403,0,2.593,0
2010,279,19,11.713,0.411,62.668,0.5139,0,2.073,0
2010,279,20,11.562,0.394,62.923,0.5053,0,0.743,0
2010,279,21,11.71,0.386,63.391,0.5039,0,1.237,0
2010,279,22,10.91,0.38,66.378,0.4389,0,1.573,0
2010,279,23,11.218,0.376,66.414,0.4475,0,2.787,0
2010,280,0,11.159,0.376,71.9,0.3729,0,3.007,0
2010,280,1,11.03,0.375,80.426,0.2575,0,2.647,0
2010,280,2,11.41,0.37,79.763,0.2731,0,4.233,0
2010,280,3,10.625,0.362,81.84,0.2326,0,3.53,0
2010,280,4,10.78,0.359,73.812,0.3389,0,3.473,0
2010,280,5,11.379,0.358,66.001,0.4578,0,3.427,0
2010,280,6,11.595,0.364,63.656,0.4964,0,5.613,0
2010,280,7,11.433,0.377,66.46,0.4533,0,6.323,57.008
2010,280,8,11.067,0.401,70.998,0.3825,0,5.833,113.22
2010,280,9,11.408,0.425,66.143,0.4568,0,5.533,249.16
2010,280,10,12.925,0.445,61.229,0.578,0,6.15,667.98
2010,280,11,12.971,0.459,60.725,0.5873,0,5.637,467.21
2010,280,12,13.65,0.468,58.962,0.6415,0,4.84,442.67
2010,280,13,13.451,0.474,59.63,0.6229,0,6.627,574.07
2010,280,14,13.12,0.462,59.88,0.6058,0,6.91,455.23
2010,280,15,11.94,0.466,64.959,0.4897,0,5.943,323.52
2010,280,16,10.95,0.472,67.572,0.4244,0,5.877,104.3
2010,280,17,10.254,0.456,71.58,0.3551,0,5.76,26.876
2010,280,18,9.852,0.438,73.45,0.3229,0,4.617,0
2010,280,19,9.363,0.416,77.299,0.2672,0,3.693,0
2010,280,20,8.945,0.405,80.571,0.2223,0,4.687,0
2010,280,21,8.285,0.402,83.017,0.1858,0,4.63,0
2010,280,22,8.049,0.398,83.164,0.1813,0,4.67,0
2010,280,23,7.895,0.395,83.7,0.1737,0,4.777,0
2010,281,0,7.678,0.396,86.062,0.1463,0,5.103,0
2010,281,1,7.705,0.396,86.867,0.1381,0,4.877,0
2010,281,2,7.713,0.392,83.541,0.1732,0,4.967,0
2010,281,3,7.538,0.388,84.344,0.1628,0,3.743,0
2010,281,4,7.657,0.388,83.714,0.1707,0,3.15,0
2010,281,5,7.573,0.392,84.236,0.1643,0,3.44,0
2010,281,6,7.417,0.4,85.267,0.1519,0,2.667,0
2010,281,7,6.965,0.41,89.254,0.1074,0,1.56,23.484
2010,281,8,7.472,0.424,88.312,0.121,0,1.4,89.87
2010,281,9,7.888,0.439,87.168,0.1367,0,1.857,125.14
2010,281,10,9.184,0.452,79.509,0.2383,0,1.793,216.85
2010,281,11,11.864,0.459,61.565,0.5344,0,1.863,598.67
2010,281,12,13.552,0.464,50.545,0.7681,0,1.977,525.75
2010,281,13,14.502,0.472,46.5,0.8838,0,0.77,608.69
2010,281,14,15.43,0.475,42.794,1.0032,0,1.807,495.78
2010,281,15,16.169,0.48,39.582,1.1108,0,2.07,324.5
2010,281,16,15.943,0.475,40.725,1.0742,0,1.573,110.74
2010,281,17,13.913,0.451,49.925,0.7962,0,0.473,10.451
2010,281,18,13.052,0.432,56.47,0.6544,0,1.11,0
2010,281,19,12.912,0.414,54.352,0.68,0,0.84,0
2010,281,20,12.825,0.405,53.53,0.6883,0,0.653,0
2010,281,21,12.643,0.404,54.048,0.6725,0,1.31,0
2010,281,22,12.728,0.401,54.225,0.6737,0,2.103,0
2010,281,23,12.662,0.397,55.403,0.6535,0,1.12,0
2010,282,0,12.257,0.396,55.848,0.63,0,2.77,0
2010,282,1,11.905,0.393,56.37,0.6083,0,2.08,0
2010,282,2,12.167,0.389,54.38,0.6471,0,1.74,0
2010,282,3,11.405,0.387,60.958,0.5266,0,2.283,0
2010,282,4,9.133,0.389,83.789,0.1878,0.254,1.823,0
2010,282,5,9.697,0.392,83.156,0.2027,0,1.22,0
2010,282,6,10.412,0.398,74.264,0.325,0,1.443,0
2010,282,7,9.746,0.405,80.52,0.2352,1.27,0.117,18.027
2010,282,8,9.013,0.418,93.424,0.0756,0.762,0.977,81.608
2010,282,9,9.386,0.443,95.496,0.0531,0.508,0.4,131.41
2010,282,10,9.362,0.467,96.726,0.0385,1.27,1.9,141.77
2010,282,11,10.173,0.481,95.475,0.0562,0.254,1.607,259.17
2010,282,12,10.3,0.484,97.251,0.0345,0.762,2.51,177.35
2010,282,13,11.021,0.49,98.085,0.0252,1.016,2.557,175.64
2010,282,14,12.136,0.442,95.593,0.0624,0,2.673,221.88
2010,282,15,13.136,0.459,92.863,0.1079,0,2.55,149.51
2010,282,16,13.543,0.469,90.351,0.1498,0,3.807,99.168
2010,282,17,13.395,0.453,90.666,0.1435,0,4.493,4.985
2010,282,18,13.479,0.435,87.915,0.1868,0,5.423,0
2010,282,19,13.361,0.411,89.474,0.1615,0,4.287,0
2010,282,20,13.037,0.394,90.854,0.1374,0,5.17,0
2010,282,21,13.22,0.386,86.668,0.2026,0,4.32,0
2010,282,22,13.524,0.38,83.223,0.2601,0,4.61,0
2010,282,23,13.669,0.376,79.76,0.3168,0,4.287,0
2010,283,0,13.518,0.376,74.789,0.3907,0,4.603,0
2010,283,1,13.802,0.375,73.053,0.4254,0,3.08,0
2010,283,2,13.533,0.37,75.219,0.3844,0,3.473,0
2010,283,3,13.78,0.362,75.767,0.382,0,4.923,0
2010,283,4,14.425,0.359,70.525,0.4845,0,5.413,0
2010,283,5,14.37,0.358,69.374,0.5016,0,4.63,0
2010,283,6,14.038,0.364,66.509,0.5369,0,5.527,4.478
2010,283,7,14.233,0.377,68.303,0.5146,0,5.737,139.88
2010,283,8,15.142,0.401,67.02,0.5677,0,3.837,228.07
2010,283,9,13.264,0.425,82.95,0.2599,0,2.647,123.75
2010,283,10,13.536,0.445,82.558,0.2706,0,2.383,116.33
2010,283,11,13.981,0.459,79.865,0.3216,0,6.36,448.95
2010,283,12,12.896,0.468,79.333,0.3075,0,4.973,294.78
2010,283,13,12.248,0.474,78.407,0.3079,0,5.047,326.65
2010,283,14,10.542,0.462,78.891,0.2689,0,4.567,161.12
2010,283,15,9.785,0.466,81.057,0.2294,0,4.977,97.065
2010,283,16,9.284,0.472,83.377,0.1946,0,3.207,85.014
2010,283,17,8.263,0.456,86.881,0.1433,0,3.323,18.305
2010,283,18,7.232,0.438,83.279,0.1703,0,1.12,0
2010,283,19,5.564,0.416,79.056,0.1901,0,3.247,0
2010,283,20,4.868,0.405,63.731,0.3136,0,1.037,0
2010,283,21,3.77,0.402,72.492,0.2202,0,2.087,0
2010,283,22,3.436,0.398,79.148,0.163,0,2.16,0
2010,283,23,3.491,0.395,82.293,0.139,0,1.33,0
2010,284,0,3.241,0.396,85.202,0.1141,0,1.707,0
2010,284,1,3.653,0.396,82.986,0.1351,0,1.39,0
2010,284,2,3.456,0.392,81.779,0.1427,0,1.23,0
2010,284,3,3.36,0.388,74.915,0.1951,0,2.497,0
2010,284,4,2.438,0.388,77.088,0.1669,0,2.92,0
2010,284,5,1.854,0.392,79.376,0.1441,0,0.38,0
2010,284,6,2.364,0.4,77.809,0.1608,0,1.607,3.004
2010,284,7,2.467,0.41,86.938,0.0953,0,1.52,129.68
2010,284,8,3.378,0.424,82.167,0.1388,0,1.95,312.61
2010,284,9,5.083,0.439,70.861,0.2557,0,0.613,468
2010,284,10,6.38,0.452,59.977,0.3843,0,2.35,598.89
2010,284,11,8.02,0.459,47.512,0.564,0,1.623,658.67
2010,284,12,9.547,0.464,43.578,0.6723,0,1.08,657.57
2010,284,13,10.38,0.472,43.639,0.7101,0,1.337,596.04
2010,284,14,10.716,0.475,43.99,0.7217,0,1.75,483.69
2010,284,15,10.914,0.48,41.312,0.7662,0,1.657,323.54
2010,284,16,10.46,0.475,41.356,0.7429,0,2,151.46
2010,284,17,8.804,0.451,42.682,0.6496,0,2.86,14.225
2010,284,18,7.387,0.432,47.409,0.5412,0,2.15,0
2010,284,19,7.668,0.414,43.888,0.5886,0,1.61,0
2010,284,20,7.505,0.405,44.774,0.573,0,1.623,0
2010,284,21,7.192,0.404,49.756,0.5102,0,0.043,0
2010,284,22,7.377,0.401,51.789,0.4958,0,1.2,0
2010,284,23,7.03,0.397,51.768,0.4844,0,1.223,0
2010,285,0,6.49,0.396,50.586,0.4781,0,0,0
2010,285,1,6.286,0.393,50.964,0.4678,0,0.657,0
2010,285,2,6.431,0.389,49.927,0.4825,0,0,0
2010,285,3,6.112,0.387,50.422,0.4674,0,0,0
2010,285,4,5.6,0.389,55.614,0.4038,0,1.497,0
2010,285,5,5.863,0.392,51.396,0.4504,0,0.21,0
2010,285,6,5.747,0.398,50.021,0.4594,0,1.49,0
2010,285,7,5.704,0.405,50.476,0.4538,0,1.6,148.51
2010,285,8,6.631,0.418,50.517,0.4835,0,1.023,304.13
2010,285,9,8.443,0.443,45.192,0.6061,0,0.983,476.38
2010,285,10,10.188,0.467,41.288,0.7303,0,0.807,601.53
2010,285,11,12.045,0.481,34.971,0.9151,0,0.723,638.8
2010,285,12,11.547,0.484,36.235,0.8683,0,1.94,597.35
2010,285,13,12.154,0.49,32.084,0.9626,0,2.103,545.38
2010,285,14,12.61,0.442,33.502,0.9711,0,1.673,383.95
2010,285,15,13.512,0.459,32.07,1.0524,0,1.027,316.59
2010,285,16,13.464,0.469,32.683,1.0396,0,1.54,135.54
2010,285,17,11.101,0.453,43.289,0.7497,0,2.483,13.948
2010,285,18,9.895,0.435,46.373,0.6541,0,2.943,0
2010,285,19,10.027,0.411,44.172,0.687,0,2.267,0
2010,285,20,10.418,0.394,42.352,0.7282,0,0.057,0
2010,285,21,10.135,0.386,42.721,0.71,0,0.863,0
2010,285,22,9.589,0.38,45.915,0.6463,0,1.49,0
2010,285,23,9.27,0.376,48.009,0.608,0,0.933,0
2010,286,0,10.031,0.376,45.721,0.6681,0,0,0
2010,286,1,9.524,0.375,44.223,0.6636,0,0.623,0
2010,286,2,9.077,0.37,42.701,0.6615,0,1.06,0
2010,286,3,8.76,0.362,44.921,0.6223,0,0.967,0
2010,286,4,8.726,0.359,42.346,0.65,0,0.503,0
2010,286,5,8.084,0.358,42.824,0.6171,0,1.697,0
2010,286,6,7.563,0.364,44.779,0.5752,0,1.447,0
2010,286,7,7.077,0.377,46.444,0.5396,0,2.29,136.22
2010,286,8,8.822,0.401,45.375,0.6198,0,1.637,318.18
2010,286,9,9.721,0.425,42.563,0.6924,0,1.95,465.64
2010,286,10,12.188,0.445,37.685,0.8851,0,0.82,586.71
2010,286,11,14.028,0.459,32.133,1.0872,0,2.087,650.24
2010,286,12,16.382,0.468,28.045,1.341,0,2.913,648.89
2010,286,13,18.096,0.474,25.318,1.5512,0,2.6,588.06
2010,286,14,19.839,0.462,22.762,1.7886,0,1.52,470.02
2010,286,15,20.971,0.466,21.036,1.9609,0,1.533,316.51
2010,286,16,19.13,0.472,28.067,1.594,0,1.13,138.57
2010,286,17,17.828,0.456,31.597,1.397,0,0.31,6.926
2010,286,18,17.055,0.438,32.121,1.3202,0,0.733,0
2010,286,19,17.216,0.416,30.223,1.3711,0,0.103,0
2010,286,20,16.98,0.405,28.179,1.3903,0,0.47,0
2010,286,21,13.084,0.402,42.481,0.8665,0,2.993,0
2010,286,22,12.245,0.398,42.803,0.8155,0,3.107,0
2010,286,23,13.371,0.395,40.007,0.9209,0,1.99,0
2010,287,0,13.358,0.396,40.887,0.9066,0,2.233,0
2010,287,1,14.137,0.396,39.923,0.9693,0,1.407,0
2010,287,2,14.636,0.392,36.191,1.0632,0,1.84,0
2010,287,3,14.611,0.388,35.836,1.0675,0,1.923,0
2010,287,4,14.504,0.388,34.277,1.0858,0,2.22,0
2010,287,5,14,0.392,36.202,1.0202,0,0.457,0
2010,287,6,14.781,0.4,31.042,1.1598,0,1.687,6.078
2010,287,7,15.31,0.41,27.984,1.2533,0,2.22,145.4
2010,287,8,15.529,0.424,31.447,1.2098,0,1.627,264.24
2010,287,9,17.773,0.439,26.545,1.4951,0,4.05,478.37
2010,287,10,17.683,0.452,29.78,1.4211,0,5.137,592.23
2010,287,11,18.611,0.459,27.835,1.5481,0,4.593,649.19
2010,287,12,18.849,0.464,28.23,1.5628,0,3.95,646.97
2010,287,13,18.576,0.472,29.181,1.5159,0,5.28,583.48
2010,287,14,18.366,0.475,29.003,1.4999,0,4.977,406.5
2010,287,15,17.582,0.48,28.446,1.4389,0,4.88,306.29
2010,287,16,16.235,0.475,27.579,1.3371,0,5.11,142.7
2010,287,17,14.399,0.451,32.732,1.1039,0,4.093,5.928
2010,287,18,12.562,0.432,50.001,0.7279,0,4.303,0
2010,287,19,10.604,0.414,53.89,0.5897,0,4.927,0
2010,287,20,9.675,0.405,43.589,0.678,0,5.043,0
2010,287,21,8.71,0.404,60.375,0.4462,0,5.79,0
2010,287,22,8.161,0.401,66.049,0.3683,0,6.273,0
2010,287,23,7.319,0.397,72.662,0.28,0,5.087,0
2010,288,0,7.082,0.396,77.348,0.2283,0,5.137,0
2010,288,1,6.757,0.393,82.179,0.1756,0,5.513,0
2010,288,2,6.447,0.389,86.043,0.1346,0,4.61,0
2010,288,3,5.929,0.387,90.937,0.0844,0,0.933,0
2010,288,4,5.834,0.389,91.55,0.0781,0,3.3,0
2010,288,5,5.322,0.392,91.701,0.0741,0,0.433,0
2010,288,6,2.168,0.398,97.741,0.0161,0,1.257,0
2010,288,7,2.009,0.405,93.609,0.0451,0,1.213,84.641
2010,288,8,2.055,0.418,94.593,0.0383,0,0.663,121.21
2010,288,9,2.459,0.443,90.245,0.0712,0,1.637,124.84
2010,288,10,3.51,0.467,82.043,0.1411,0,1.277,214.53
2010,288,11,5.04,0.481,74.895,0.2197,0,0.767,421.37
2010,288,12,6.949,0.484,64.666,0.3529,0,1.683,628.97
2010,288,13,7.997,0.49,56.018,0.4719,0,1.84,463.16
2010,288,14,8.557,0.442,50.546,0.5512,0,2.28,384.73
2010,288,15,8.583,0.459,44.117,0.6239,0,2.437,281.79
2010,288,16,7.958,0.469,39.091,0.6517,0,2.983,139.64
2010,288,17,6.773,0.453,31.53,0.6756,0,2.667,7.085
2010,288,18,6.453,0.435,27.586,0.6989,0,2.583,0
2010,288,19,5.373,0.411,38.457,0.5512,0,3.253,0
2010,288,20,5.047,0.394,45.1,0.4806,0,3.073,0
2010,288,21,4.866,0.386,48.257,0.4473,0,2.793,0
2010,288,22,4.536,0.38,50.539,0.4178,0,3.017,0
2010,288,23,4.205,0.376,52.176,0.3947,0,2.923,0
2010,289,0,4.037,0.376,54.674,0.3697,0,2.527,0
2010,289,1,3.865,0.375,55.442,0.3591,0,2.4,0
2010,289,2,3.218,0.37,56.768,0.3328,0,1.253,0
2010,289,3,3.286,0.362,56.751,0.3345,0,0.557,0
2010,289,4,3.018,0.359,58.873,0.3121,0,0.953,0
2010,289,5,2.745,0.358,60.808,0.2917,0,0.517,0
2010,289,6,2.53,0.364,62.271,0.2766,0,1.673,0
2010,289,7,2.385,0.377,62.56,0.2716,0,1.6,70.253
2010,289,8,2.746,0.401,62.238,0.2811,0,1.15,232.95
2010,289,9,4.615,0.425,55.914,0.3745,0,0.843,315.7
2010,289,10,5.656,0.445,54.663,0.4141,0,1.267,292.89
2010,289,11,6.729,0.459,51.03,0.4817,0,1.993,585.35
2010,289,12,8.854,0.468,46.693,0.6062,0,1.933,652.89
2010,289,13,9.802,0.474,45.335,0.6626,0,1.9,438.09
2010,289,14,9.313,0.462,47.664,0.6138,0,2.473,302.51
2010,289,15,9.297,0.466,47.601,0.6139,0,1.947,247.85
2010,289,16,7.973,0.472,50.564,0.5295,0,2.7,120.36
2010,289,17,6.889,0.456,55.614,0.4415,0,2.707,0
2010,289,18,6.491,0.438,55.965,0.4261,0,2.357,0
2010,289,19,6.652,0.416,55.804,0.4324,0,1.733,0
2010,289,20,6.553,0.405,56.202,0.4256,0,1.863,0
2010,289,21,6.082,0.402,57.46,0.4002,0,1.497,0
2010,289,22,5.307,0.398,60.335,0.3536,0,2.42,0
2010,289,23,5.299,0.395,56.795,0.3849,0,1.847,0
